irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
125168	World Museum, National Museums Liverpool	LIV			GB 008	400000	Active	1802	Angiosperms; <Hieracium>; aliens and adventives; pteridophytes; marine algae, especially of Irish Sea; British diatoms; bryophytes; fungi; economic botany collection of commercial plant products, especially timbers; ethnobotanical collections	Worldwide, especially of Europe, India, and North America; British Isles, especially northwestern England; mainly British and Old World tropics;	{'physicalStreet': 'William Brown Street', 'physicalCity': 'Liverpool', 'physicalState': 'England', 'physicalZipCode': 'L3 8EN', 'physicalCountry': 'U.K.', 'postalStreet': 'William Brown Street', 'postalCity': 'Liverpool', 'postalState': 'England', 'postalZipCode': 'L3 8EN', 'postalCountry': 'U.K.'}	{'phone': '[44] 151 478 4390', 'email': 'geraldine.reid@liverpoolmuseums.org.uk', 'webUrl': 'https://www.liverpoolmuseums.org.uk/collections/botany'}	{'lat': 53.409359, 'lon': -2.97855}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['BCKN', 'CHELB in 1963', 'CHT in 1963', 'EXR (25 000 specimens) in 1993', 'LIVC in 1909', 'LIVNFC', 'LIVU (130 000 specimens)', 'LPL', 'LRL', 'PTN', 'TOD', 'BM timber collections', 'Liverpool Chemists Association', 'economic botany collections of Liverpool Commodity Trades Association and Liverpool Salvage Corps', 'pharmaco-botany collections of Liverpool John Moores University', 'slide collections of diatoms from Liverpool Microscopical Society', 'fluid-preserved marine algal collections from Marine Biological Station, Port Erin, Isle of Man.', 'CRBY (2013)', 'SPTS (2013)', 'SPT (2013)']	['J. Banks', 'A. Bivona-Bernardi', 'F. Boott', 'J. Boswarva', 'W. Boult', 'J. E. Bowman', 'J. Bradbury', 'R. Brown', 'F. Buchanan-Hamilton', 'A. Dallman', 'E. Davall', 'J. Dickinson', 'J. Dickson', 'J. W. Ellis', 'P. Forsskål', 'J. G. A. Forster', 'J. R. Forster', 'J. Harriman', 'T. von Heldreich', 'B. Heyne', 'V. H. Heywood', 'W. J. Hooker', 'F. J. Hutchison', 'N. J. Jacquin', 'J. G. Klein', 'J. G. König', 'E. F. Linton', 'W. R. Linton', 'F. P. Marrat', 'F. Masson', 'H. McAllister', 'A. Menzies', 'I. B. Molineri', 'G. H. E. Muhlenberg', 'T. Nuttall', 'T. Palgrave', 'P. S. Pallas', 'F. T. Pursh', 'T. W. Naylor-Beckett', 'J. Ralfs', 'A. E. Ratcliffe', 'W. Roscoe', 'J. P. Rottler', 'W. Roxburgh', 'J. F. Royle', 'G. Russell', 'W. P. Schimper', 'J. C. Schleicher', 'M.R.D. Seaward', 'J. Shepherd', 'J. Shillito', 'F. W. Sieber', 'J. E. Smith', 'R. Spruce', 'J. E. Stocks', 'W. S. Sullivant', 'W. Swainson', 'O. P. Swartz', 'C. P. Thunberg', 'W. G. Travis', 'T. Velley', 'D. Villars', 'N. Wallich', 'J. R. Wellsted', 'J. White']	Updated Jun 2014 (istaff update). Liverpool Museum formerly known as Merseyside County Museums (1974-1986). World Museum Liverpool formerly known as Liverpool Museum (1987-2005).  Part of National Museums and Galleries on Merseyside; administered by Board of Trustees.	2020-08-28
124408	Wiltshire Museum	DZS				3750	Active				{'physicalStreet': '41 Long Street', 'physicalCity': 'Devizes', 'physicalState': 'England', 'physicalZipCode': 'SN10 1NS', 'physicalCountry': 'U.K.', 'postalStreet': '41 Long Street', 'postalCity': 'Devizes', 'postalState': 'England', 'postalZipCode': 'SN10 1NS', 'postalCountry': 'U.K.'}	{'phone': '', 'email': 'lisa.brown@wiltshiremuseum.org.uk', 'webUrl': 'https://www.wiltshiremuseum.org.uk/collections/'}	{'lat': 52.325661, 'lon': -0.37495}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['LAV.']	[]	Formerly known as the Devizes Museum.	2020-09-08
124410	Dewsbury Museum	DSY	Kirklees Metropolitan Council			0	Permanently closed				{'physicalStreet': '', 'physicalCity': 'Dewsbury', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': ''}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 53.690762, 'lon': -1.62907}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Closed permanently on 6 November 2016. The relocation of any herbarium specimens previously at DSY is currently unknown.	2020-09-08
126772	University of Notre Dame	NDG		Department of Biological Sciences		67000	Active		Pre-1915 collection, rich in types	Mostly from western North America and mid-Atlantic U.S.	{'physicalStreet': '', 'physicalCity': 'Notre Dame', 'physicalState': 'Indiana', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '157 Jordan Hall', 'postalCity': 'Notre Dame', 'postalState': 'Indiana', 'postalZipCode': '46556-0369', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 574 631 6684\n[1] 574 631 6552', 'email': 'barbara.j.hellenthal.2@nd.edu', 'webUrl': 'https://biodiversity.nd.edu'}	{'lat': 41.699901, 'lon': -86.238813}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['E. L. Greene']	Updated Jun 2011 (address).  ND and NDG housed together but not interfiled. NDG has been computerized and can be searched. Index of over 3500 pre-1915 botanical books, including herbals, constituting Greene's library. Computerized, annotated catalog of over 4400 new taxa or combinations by Greene.	2020-09-16
125094	Kyushu University	FU		Department of Forest and Forest Products Sciences & The Kyushu University museum		120000	Active	1928	leaf & carpological specimens, wood samples, wood slide samples	Micronesia, New Guinea,Taiwan, Korea, Japan, Philippines, and Indonesia; worldwide	{'physicalStreet': '744 Moto-oka, Nishi-ku', 'physicalCity': 'Fukuoka', 'physicalState': 'Fukouka', 'physicalZipCode': '819-0395', 'physicalCountry': 'Japan', 'postalStreet': '6-10-1 Hakozaki, Higashi-ku', 'postalCity': 'Fukuoka', 'postalState': 'Fukuoka', 'postalZipCode': '812-8581', 'postalCountry': 'Japan'}	{'phone': '[81] 92 642 4252', 'email': 'herbarium@museum.kyushu-u.ac.jp', 'webUrl': 'under construction'}	{'lat': 33.597, 'lon': 130.2202}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['R. Kanehira', 'S. Hatusima', 'T. Yahara', 'H. Miyawaki']	"1928  FU established as a herbarium of Department of Forestry, Faculty of Agriculture at Hakozaki Campus,<br/>1947-2002 almost semi-closed, because of postwar turmoil and absence of botanical taxonomist.<br/>2002  The Kyushu University Museum (established in 2000) started to support FU.<br/>2003-2015 A lot of specimens left outside the storage were salvaged by The Kyushu University Museum. The salvaged specimens and FU specimens deposited after 1950 were moved to the university museum building at Hakozaki Campus.<br/>2015  Yahara's collection partially moved to the university museum building at Hakozaki Campus.<br/>2017  The Kyushu University Museum test-released a few partial database of the botanical specimens.<br/>2018  FU specimens deposited before 1949 move to the new building of Faculty of Agriculture at new Ito Campus.<br/>2018  All Kanehira's specimens were gathered at a new room. Open storage exhibition was made by Dr. Mishima and volunteer students.<br/>2022  The Kyushu University Museum prepared a new herbarium room in Ito Campus for FU specimens deposited after 1950<br/>2024  FU specimens deposited after 1950 in Hakozaki Campus will move to Ito Campus<br/>The data updated in July 2023."	2023-07-03
125033	Kanazawa University	KANA	Department of Biology			250000	Active	1950	Bryophytes and pteridophytes; seed plants	Japan; worldwide	{'physicalStreet': '', 'physicalCity': 'Kanazawa', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Japan', 'postalStreet': '', 'postalCity': 'Kanazawa', 'postalState': '', 'postalZipCode': '920-1192', 'postalCountry': 'Japan'}	{'phone': '[81] 76 264 6209', 'email': 'kueda@staff.kanazawa-u.ac.jp', 'webUrl': ''}	{'lat': 36.549889, 'lon': 136.722107}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Mar 2017 (general update).	2020-10-01
125090	Kyoto University	KYO	Graduate School of Science	Botany Department		1200000	Active	1921		Japan and adjacent regions of Asia.	{'physicalStreet': 'Kitashirakawa-Oiwakecho, Sakyo-ku.', 'physicalCity': 'Kyoto', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Japan', 'postalStreet': '', 'postalCity': 'Kyoto', 'postalState': '', 'postalZipCode': '606-8502', 'postalCountry': 'Japan'}	{'phone': '[81] 75 753 4131\n[81] 75 753 4134\n[81] 75 753 4132', 'email': '', 'webUrl': ''}	{'lat': 34.995322, 'lon': 135.783356}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['U. Fuarie', 'S. Kitamura', 'G.-I. Koidzumi', 'J. Ohwi', 'M. Tagawa', 'Z. Tashiro']	Updated Jul 2009 (staff additions and deletions, fax number change).	2020-10-01
125625	Osaka Museum of Natural History	OSA				300000	Active	1950	Marine algae, bryophytes, and vascular plants (including wood samples, pollen, and spore slides)	Japan and adjacent regions	{'physicalStreet': '', 'physicalCity': 'Osaka', 'physicalState': 'Osaka', 'physicalZipCode': '', 'physicalCountry': 'Japan', 'postalStreet': 'Nagai Park, Higashi-sumiyoshi', 'postalCity': 'Osaka-shi', 'postalState': 'Osaka', 'postalZipCode': '546-0034', 'postalCountry': 'Japan'}	{'phone': '[81] 6 6697 6221', 'email': 'shiga@mus-nh.city.osaka.jp', 'webUrl': 'http://www.mus-nh.city.osaka.jp/english/omnh-e-home.html'}	{'lat': 34.61338, 'lon': 135.515594}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['T. Kodama', 'S. Miki', 'T. Nakajima', 'K. Seto', 'T. Yamamoto']	Updated Mar 2011 (new correspondent).	2020-10-01
124759	Hokkaido University	SAP	Division of Biological Sciences	Graduate School of Science		200000	Active	1931	Marine benthic algae	Worldwide, especially Japan	{'physicalStreet': 'Kita-10, Nishi-8, Kita-ku.', 'physicalCity': 'Sapporo', 'physicalState': 'Hokkaido', 'physicalZipCode': '', 'physicalCountry': 'Japan', 'postalStreet': '', 'postalCity': 'Sapporo', 'postalState': 'Hokkaido', 'postalZipCode': '060-0810', 'postalCountry': 'Japan'}	{'phone': '[81] 11 706 2741', 'email': '', 'webUrl': ''}	{'lat': 43.072071, 'lon': 141.342133}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['TI algae on permanent loan.']	['Y. Yamada', 'K. Okamura', 'T. Yoshida', 'S. Akiyama']	As of 2017, this record has not been updated in over 15 years. Types of Okamura collection not sent on loan.	2020-10-01
124758	Hokkaido University Museum	SAPS				300000	Active	1876		N. Japan (especially Hokkaido), Sakhalin and the Kurils	{'physicalStreet': '', 'physicalCity': 'Sapporo', 'physicalState': 'Hokkaido', 'physicalZipCode': '', 'physicalCountry': 'Japan', 'postalStreet': 'Kita 10, Nishi 8, Kita-ku', 'postalCity': 'Sapporo', 'postalState': 'Hokkaido', 'postalZipCode': '060-0810', 'postalCountry': 'Japan'}	{'phone': '[81] 11 706 4508', 'email': '', 'webUrl': 'http://www.museum.hokudai.ac.jp'}	{'lat': 43.072071, 'lon': 141.342133}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['K. Ito', 'K. Miyabe', 'H. Takahashi', 'M. Tatewaki', 'K. Sato']	Updated Jan 2013  (general update).	2020-10-01
124895	Instituto de Ecología, A.C.	XAL			MX-HR-005-MEX	350000	Active	1975	Flowering plants; mosses; fungi, especially basidiomycetes; ascomycetes; lichens	Tropical Mexico, especially Veracruz	{'physicalStreet': 'Km 2.5 old highway to Coatepec, Congregación El Haya.', 'physicalCity': 'Xalapa', 'physicalState': 'Veracruz', 'physicalZipCode': '', 'physicalCountry': 'Mexico', 'postalStreet': 'Apartado Postal 63', 'postalCity': 'Xalapa', 'postalState': 'Veracruz', 'postalZipCode': '91000', 'postalCountry': 'Mexico'}	{'phone': '[52] 228 842 1800 Ext. 3112', 'email': 'herbario@inecol.mx', 'webUrl': 'http://www.inecol.mx'}	{'lat': 19.528755, 'lon': -96.906487}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. I. Calzada', 'G. Castillo', 'J. Dorantes', 'S. Flores', 'M. Nee', 'M. Vázquez', 'F. Ventura']		2020-10-01
126861	University of the South Pacific	SUVA	Institute of Applied Sciences			40000	Active	1933	Vascular plants; cryptogams of Fiji	South Pacific region; Fiji, Rotuma, Samoa, Niue, Nauru, Vanuatu, Solomon Islands	{'physicalStreet': '', 'physicalCity': 'Suva', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Fiji', 'postalStreet': '', 'postalCity': 'Suva', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Fiji'}	{'phone': '[679] 3232970\n(679)  3232975', 'email': '', 'webUrl': ''}	{'lat': -18.141609, 'lon': 178.441483}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Ministry of Agriculture Herbarium (The Fiji Herbarium).']	['J. W. Parham', 'G. Webster', 'D. Norris', 'A. Sundaresan', 'F. R. Fosberg', 'H. E. Moore', 'M. J. Berry', 'G. Brownlie', 'P. B. Tomlinson', 'D. Anderson', 'I. T. Kurivoli', 'H. St. John', 'H. R. Hughes', 'H. E. Parks', 'B. E. V. Parham', 'E. Zogg', 'O. Degener', 'R. Thaman', 'S. Nand', 'J. M. Miller', 'J. Ash', 'D. Koroivaibau', 'A. C. Smith', 'R. Hildreth']	As of 2017, this record has not been updated in over 15 years.	2020-10-01
124923	Instituto Nacional de Tecnología Agropecuaria	BAB	Centro de Recursos Naturales	Instituto de Recursos Biológicos	AR 008	480000	Active	1899	Vascular plants; Convolvulaceae; Fabaceae; Lamiaceae; Orchidaceae; Poaceae; cultivated plants	Worldwide; Argentina and neighboring countries, especially Chaqueña and Patagónia phytogeographic regions	{'physicalStreet': 'Villa Udaondo, Los Reseros and Las Cabañas.', 'physicalCity': 'Castelar', 'physicalState': 'Buenos Aires', 'physicalZipCode': '', 'physicalCountry': 'Argentina', 'postalStreet': '', 'postalCity': 'Castelar', 'postalState': 'Buenos Aires', 'postalZipCode': '1712', 'postalCountry': 'Argentina'}	{'phone': '[54] 11 4621 1819\n[54] 11 4621 6569\n[54] 11 4621 0840', 'email': '', 'webUrl': 'http://cnia.inta.gov.ar'}	{'lat': -34.658337, 'lon': -58.658337}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['BAI.']	['O. Boelcke', 'E. C. Clos', 'M. N. Correa', 'J. Diem', 'J. H. Hunziker', 'P. Jörgensen', 'A. G. Schulz', 'A. Soriano', 'C. L. Spegazzini', 'S. Venturi']	"Updated Apr 2009. Types not sent on loan; digital photographs provided. BAB is the operational center of the Flora Patagónica and Flora Chaqueña of Argentina (INTA project).<br/>Secretaría de Agricultura, Ganadería y Pesca, Pesca y Alimentacin, I.N.T.A."	2020-10-01
125049	Kendal Museum	KDL				13000	Active			England.	{'physicalStreet': '', 'physicalCity': 'Kendal', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'Station Road', 'postalCity': 'Kendal, Cumbria', 'postalState': 'England', 'postalZipCode': 'LA9 6BT', 'postalCountry': 'U.K.'}	{'phone': '[44] 01539 721 374', 'email': '', 'webUrl': ''}	{'lat': 54.331446, 'lon': -2.742122}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 1500, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 1500, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 10000, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['KEND']	[]		2020-10-08
126171	Tomsk State University	TK		Biological Institute		500000	Active	1885	Bryophytes, Lichens, Pteridophytes, Seed Plants	Western Siberia, Yenissey River region; Eastern Siberia; Tuva; Mongolia; Middle Asia	{'physicalStreet': '36 Lenin Ave', 'physicalCity': 'Tomsk', 'physicalState': 'Tomsk', 'physicalZipCode': '634050', 'physicalCountry': 'Russia', 'postalStreet': '36 Lenin Ave', 'postalCity': 'Tomsk', 'postalState': '', 'postalZipCode': '634050', 'postalCountry': 'Russia'}	{'phone': '[7] 3822 529 794', 'email': 'herb.tsu@gmail.com', 'webUrl': 'http://herbarium.tsu.ru'}	{'lat': 56.489868, 'lon': 84.880714}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['S. V. Gudoshnikov', 'P. N. Krylov', 'V. I. Kurbatskiy', 'A. Polozhiy', 'V. V. Reverdatto', 'A. S. Revushkin', 'V. V. Sapozhnikov', 'L. P. Sergiyevskaya', 'B. K. Shish', 'S. N. Vydrina']		2020-10-08
126884	Aberystwyth University	ABS	Institute of Biological, Environmental & Rural Sciences (IBERS)			32000	Active	1872		Wales; Kenya; Cantabria.	{'physicalStreet': '', 'physicalCity': 'Aberystwyth', 'physicalState': 'Wales', 'physicalZipCode': 'SY23 3EE', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Aberystwyth', 'postalState': 'Wales', 'postalZipCode': 'SY23 3EE', 'postalCountry': 'U.K.'}	{'phone': '[44] 0 1970 622325', 'email': 'gwg@aber.ac.uk', 'webUrl': 'http://herbariaunited.org/institution/ABS/'}	{'lat': 52.415736, 'lon': -4.066709}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['D. J. Little']		2020-10-09
126654	University of Edinburgh	EGHB	Division of Biological Sciences			0	Permanently closed			Scotland.	{'physicalStreet': '', 'physicalCity': 'Edinburgh', 'physicalState': 'Scotland', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Edinburgh', 'postalState': 'Scotland', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '[44] 131 650 5330', 'email': '', 'webUrl': ''}	{'lat': 55.947455, 'lon': -3.186631}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	EGHB (ca. 2500 specimens) transferred to E.	2020-10-14
126040	Stamford Park Museum	SGE				0	Permanently closed				{'physicalStreet': '', 'physicalCity': 'Stalybridge', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Stalybridge, Greater Manchester', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 53.48214, 'lon': -2.15205}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	SGE transferred to TMAL in 1951.	2020-10-16
124104	University of Bonn	BONN	Nees Institute for Plant Biodiversity		DE 208/001	85000	Active	1860	Vascular plants and bryophytes; pteridophytes	Germany, northern Scandinavia, and Mediterranean; worldwide	{'physicalStreet': '', 'physicalCity': 'Bonn', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Germany', 'postalStreet': 'Meckenheimer Allee 170', 'postalCity': 'Bonn', 'postalState': '', 'postalZipCode': 'D-53115', 'postalCountry': 'Germany'}	{'phone': '[49] 228 73 25 26', 'email': '', 'webUrl': 'https://www.nees.uni-bonn.de/home'}	{'lat': 50.725479, 'lon': 7.09139}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['H. Nessel', 'P. Thyssen', 'M. Lehnert (Cyatheaceae)', 'M. Weigend']	Updated Jul 2016 (staff updated).  BONN destroyed in 1944 except for Nessel collection.	2020-10-23
126949	Virginia Polytechnic Institute and State University	VPI		Department of Biological Sciences		116000	Active	1935	Vascular plants of Virginia; Fungi	Continental U.S., Europe, Mexico, and Alaska	{'physicalStreet': '926 W. Campus Drive, Derring Hall (room 3017)', 'physicalCity': 'Blacksburg', 'physicalState': 'Virginia', 'physicalZipCode': '24061', 'physicalCountry': 'U.S.A.', 'postalStreet': '926 W. Campus Drive, Derring 2119, MC0406', 'postalCity': 'Blacksburg', 'postalState': 'Virginia', 'postalZipCode': '24061-0406', 'postalCountry': 'U.S.A.'}	{'phone': '1-540-231-6768', 'email': '', 'webUrl': 'https://www.masseyherbarium.org/'}	{'lat': 37.236561, 'lon': -80.420029}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. B. Lewis', 'F. W. Hunnewell', 'A. B. Massey', 'H. W. Ravenel', 'O. K. Miller', 'M. L. Fernald', 'J. E. Benedict', 'B. Long', 'M. L. Smyth', 'H. A. Allard', 'R. Kral']	Updated Sep 2017 (URL, specimen total). Extra-regional specimens of fungi donated to NY in May 2012.	2020-11-03
